subject,predicate,object,chunk_id
čin,způsobí,vážné ohrožení,40765e17f8234f8a890f2a5445d2472c
kdo,urazí,nadřízeného nebo vojáka s vyšší hodností,1e33208b4cc044cbaae82a54624e6920
kdo,urazí,podřízeného nebo vojáka s nižší hodností,1e33208b4cc044cbaae82a54624e6920
kdo,urazí,"vojáka stejné hodnosti v době, kdy sám nebo uražený vykonává strážní, dozorčí nebo jinou službu",1e33208b4cc044cbaae82a54624e6920
pachatel,bude potrestán,odnětím svobody až na jeden rok,1e33208b4cc044cbaae82a54624e6920
kdo,bude potrestán,odnětím svobody až na tři léta,ba84a16957534901a6c639c296fe4ec2
kdo,bude potrestán,odnětím svobody na osm až dvacet let,ba84a16957534901a6c639c296fe4ec2
kdo,bude potrestán,výjimečným trestem,ba84a16957534901a6c639c296fe4ec2
kdo,bude potrestán,odnětím svobody na jeden rok až pět let,ba84a16957534901a6c639c296fe4ec2
kdo,bude potrestán,odnětím svobody na jeden rok až,ba84a16957534901a6c639c296fe4ec2
stavební zákon,považuje se,potrestán odnětím svobody až na jeden rok,ad617bb1ca534228a7f3aad16f2ae657
kdo se svémocně vzdaluje po dobu delší než tři dny,bude,potrestán odnětím svobody až na tři léta,ad617bb1ca534228a7f3aad16f2ae657
kdo se svémocně vzdaluje opakovaně po dobu delší než 24 hodiny,bude,potrestán odnětím svobody až na tři léta,ad617bb1ca534228a7f3aad16f2ae657
pachatel,bude potrestán,odnětím svobody až na dvě léta,a3617aab001c4b01bc32cbe829e2c934
pachatel,bude potrestán,odnětím svobody na šest měsíců až pět let,a3617aab001c4b01bc32cbe829e2c934
pachatel,bude potrestán,odnětím svobody na dvě léta až osm let,a3617aab001c4b01bc32cbe829e2c934
pachatel,bude potrestán,odnětím svobody na osm až šestnáct let,a3617aab001c4b01bc32cbe829e2c934
čin,považuje se,,a3617aab001c4b01bc32cbe829e2c934
kdo,nutí,podřízeného vojáka,58f116c6bef4492b90185860c15a50de
kdo,omezuje,podřízeného vojáka,58f116c6bef4492b90185860c15a50de
kdo,ztěžuje,výkon jeho služby,58f116c6bef4492b90185860c15a50de
kdo,uloží,kázeňský trest,58f116c6bef4492b90185860c15a50de
kdo,bude potrestán,odnětím svobody na šest měsíců až tři léta,58f116c6bef4492b90185860c15a50de
kdo,poruší,pravidla služby v zařízeních určených k zajištění bezpečnosti vzdušného prostoru,77f97295853d4ef5ad3ba9b427af1c0f
kdo,bude potrestán,odnětím svobody až na tři léta,77f97295853d4ef5ad3ba9b427af1c0f
kdo,bude potrestán,odnětím svobody na dvě léta až deset let,77f97295853d4ef5ad3ba9b427af1c0f
pachatel,způsobí,zvlášť závažný následek,77f97295853d4ef5ad3ba9b427af1c0f
kdo,bude potrestán,,77f97295853d4ef5ad3ba9b427af1c0f
kdo ve strážní nebo jiné obdobné službě,poruší,předpisy nebo pravidla této služby,6649a308f799493585724e81193b79a5
kdo ve strážní nebo jiné obdobné službě,poruší,zvláštní nařízení podle nich vydaná,6649a308f799493585724e81193b79a5
kdo ve strážní nebo jiné obdobné službě,bude potrestán,odnětím svobody až na tři léta,6649a308f799493585724e81193b79a5
pachatel,bude potrestán,odnětím svobody na dvě léta až deset let,6649a308f799493585724e81193b79a5
kdo,uvede,příslušníky takové skupiny do takových životních podmínek,19bb611b59bb4f36a1c82c04d97beef9
kdo,provede,"opatření směřující k tomu, aby se v takové skupině bránilo rození dětí",19bb611b59bb4f36a1c82c04d97beef9
kdo,převádí,děti z jedné takové skupiny do druhé,19bb611b59bb4f36a1c82c04d97beef9
kdo,způsobí,příslušníkovi takové skupiny těžkou újmu na zdraví nebo smrt,19bb611b59bb4f36a1c82c04d97beef9
kdo,bude potrestán,odnětím svobody až na dvě léta,ea92b014217f4dca867658b714a60296
kdo,bude potrestán,zákazem činnosti,ea92b014217f4dca867658b714a60296
kdo,bude potrestán,odnětím svobody až na tři léta,ea92b014217f4dca867658b714a60296
kdo,bude potrestán,zákazem činnosti,ea92b014217f4dca867658b714a60296
kdo,bude potrestán,propadnutím věci,ea92b014217f4dca867658b714a60296
kdo,bude potrestán,odnětím svobody na pět až dvacet let,ae3311c5284347eb80bf85075287251a
kdo,bude potrestán,odnětím svobody na deset až dvacet let,ae3311c5284347eb80bf85075287251a
příprava,je,trestná,ae3311c5284347eb80bf85075287251a
kdo,bude potrestán,odnětím svobody na pět až dvanáct let,ae3311c5284347eb80bf85075287251a
pachatel,bude potrestán,odnětím svobody na osm až dvacet let,ae3311c5284347eb80bf85075287251a
stavební zákon,sníží,použitelnost výzbroje,81f4aaa96aa34d23a89668f848dc616d
stavební zákon,sníží,použitelnost výstroje,81f4aaa96aa34d23a89668f848dc616d
stavební zákon,sníží,použitelnost jiných věcných prostředků,81f4aaa96aa34d23a89668f848dc616d
kdo,bude potrestán,odnětím svobody až na dvě léta,81f4aaa96aa34d23a89668f848dc616d
kdo,bude potrestán,zákazem činnosti,81f4aaa96aa34d23a89668f848dc616d
apartheid,považuje se,diskriminace,38b953d5acac4a148ad289777eff31e3
zbavení osobní svobody,považuje se,omezení osobní svobody,38b953d5acac4a148ad289777eff31e3
omezení osobní svobody,považuje se,nedobrovolným zmizením osob,38b953d5acac4a148ad289777eff31e3
mučení,považuje se,vraždy,38b953d5acac4a148ad289777eff31e3
vraždy,považuje se,jiného nelidského činu obdobné povahy,38b953d5acac4a148ad289777eff31e3
útočný čin,považuje se,porušení charty organizace spojených národů,ea687018a5e1483899bcc2bb5325afc4
útočný čin,považuje se,zjevné porušení charty organizace spojených národů,ea687018a5e1483899bcc2bb5325afc4
kdo,připravuje,útočnou válku,ea687018a5e1483899bcc2bb5325afc4
kdo,bude potrestán,odnětím svobody na dvanáct až dvacet let,ea687018a5e1483899bcc2bb5325afc4
kdo,bude potrestán,vý,ea687018a5e1483899bcc2bb5325afc4
příprava,je,trestná,96eb5b7127d54280805f90134d9128fc
příprava a podněcováním útočné války,není,jednání související s vyhlášením válečného stavu,96eb5b7127d54280805f90134d9128fc
příprava a podněcováním útočné války,není,jednání související s účastí české republiky v obranných systémech mezinárodní organizace,96eb5b7127d54280805f90134d9128fc
příprava a podněcováním útočné války,není,jednání související,96eb5b7127d54280805f90134d9128fc
pachatel,bude potrestán,odnětím svobody na dvě léta až šest let,bfce003dacfa4997acc18dfa92cb907d
pachatel,bude potrestán,peněžitým trestem,bfce003dacfa4997acc18dfa92cb907d
ten,není trestný,kdo vyrobí takové dílo za účelem vzdělávání,bfce003dacfa4997acc18dfa92cb907d
ten,není trestný,kdo doveze takové dílo za účelem vzdělávání,bfce003dacfa4997acc18dfa92cb907d
ten,není trestný,kdo vyveze takové,bfce003dacfa4997acc18dfa92cb907d
pachatel,bude potrestán,odnětím svobody na jeden rok až pět let,66b21ac5460b46d69a1867e533607071
pachatel,bude potrestán,odnětím svobody na tři léta až deset let,66b21ac5460b46d69a1867e533607071
pachatel,spáchá-li,"čin uvedený v odstavci 1 tiskem, filmem, rozhlasem, televizí, veřejně přístupnou počítačovou sítí nebo jiným podobně účinným způsobem",66b21ac5460b46d69a1867e533607071
pachatel,spáchá-li,takový čin jako člen organizované skupiny,66b21ac5460b46d69a1867e533607071
kdo,potrestán,zničí nebo vážně naruší zdroj základních životních potřeb civilního obyvatelstva v obsazeném území nebo dotykové zóně nebo svévolně neposkytne obyvatelstvu pomoc nezbytnou pro přežití,6be1570199144f1c8d3392944a3bc072
kdo,potrestán,bezdůvodně oddaluje návrat civilního obyvatelstva nebo válečných zajatců,6be1570199144f1c8d3392944a3bc072
kdo,potrestán,bezdůvodně přesídluje nebo vyhošťuje civilní obyvatelstvo obsazeného území,6be1570199144f1c8d3392944a3bc072
válečná krutost,považuje se,trestná,8d8b870131dc47faa3a013ec58357cb8
kdo,poruší,předpisy mezinárodního práva,8d8b870131dc47faa3a013ec58357cb8
kdo,zachází s,civilním obyvatelstvem,8d8b870131dc47faa3a013ec58357cb8
kdo,zachází s,utečenci,8d8b870131dc47faa3a013ec58357cb8
kdo,zachází s,raněnými,8d8b870131dc47faa3a013ec58357cb8
kdo,zachází s,,8d8b870131dc47faa3a013ec58357cb8
kdo,zneužije,označení červeného kříže,a6116b2aa32c47d8814bbbeb1f145c4d
kdo,zneužije,jiných rozlišovacích znaků,a6116b2aa32c47d8814bbbeb1f145c4d
kdo,zneužije,barev uznávaných mezinárodním právem,a6116b2aa32c47d8814bbbeb1f145c4d
kdo,zneužije,označení zdravotnických institucí,a6116b2aa32c47d8814bbbeb1f145c4d
kdo,zneužije,dopravních prostředků zdravotnické pomoci,a6116b2aa32c47d8814bbbeb1f145c4d
trestní zákoník české republiky,nevykoná,"trest uložený přede dnem nabytí účinnosti tohoto zákona za čin, který není trestným činem podle tohoto zákona",6afbb678a8db4d97a8aa9c8e5e205729
trestní zákoník české republiky,neužije,ustanovení o souhrnném trestu,6afbb678a8db4d97a8aa9c8e5e205729
soud,zkrátí,trest poměrně,6afbb678a8db4d97a8aa9c8e5e205729
soud,přihlédne,"vzájemnému poměru závažnosti činů, které ode dne nabytí účinnosti tohoto",6afbb678a8db4d97a8aa9c8e5e205729
kdo,poruší,příkaz,95ca33d3e48f4d2a9579ab420c6620a5
kdo,poruší,zákaz,95ca33d3e48f4d2a9579ab420c6620a5
kdo,poruší,omezení,95ca33d3e48f4d2a9579ab420c6620a5
kdo,bude potrestán,odnětím svobody až na tři léta,95ca33d3e48f4d2a9579ab420c6620a5
kdo,bude potrestán,peněžitým trestem,95ca33d3e48f4d2a9579ab420c6620a5
pachatel,bude potrestán,odnětím,95ca33d3e48f4d2a9579ab420c6620a5
směrnice evropského parlamentu a rady 2013/40/eu,upravuje,útoky na informační systémy,ed4f275d06a544e9b85db888089e4c7b
směrnice evropského parlamentu a rady 2014/42/eu,upravuje,zajišťování nástrojů z trestné činnosti,ed4f275d06a544e9b85db888089e4c7b
směrnice evropského parlamentu a rady 2014/42/eu,upravuje,konfiskaci výnosů z trestné činnosti,ed4f275d06a544e9b85db888089e4c7b
směrnice evropského parlamentu a rady 2014/57/eu,upravuje,,ed4f275d06a544e9b85db888089e4c7b
trestní zákon,mění,zákon č. 253/1997 Sb.,0f933430e3514c429264d44cf2b73337
trestní zákon,mění,zákon č. 92/1998 Sb.,0f933430e3514c429264d44cf2b73337
trestní zákon,mění,zákon č. 96/1999 Sb.,0f933430e3514c429264d44cf2b73337
trestní zákon,mění,zákon č. 327/1999 Sb.,0f933430e3514c429264d44cf2b73337
trestní zákon,mění,zákon č. 405/2000 Sb.,0f933430e3514c429264d44cf2b73337
trestní zákon,mění,,0f933430e3514c429264d44cf2b73337
ustanovení právního řádu,upravuje,vzájemná práva a povinnosti osob,ae380e7a5a5843f5a93f43168bbc5b36
soukromé právo,je,nezávislé na uplatňování práva veřejného,ae380e7a5a5843f5a93f43168bbc5b36
osoby,mohou si ujednat,práva a povinnosti odchylně od zákona,ae380e7a5a5843f5a93f43168bbc5b36
ujednání,jsou zakázána,porušující dobré mravy,ae380e7a5a5843f5a93f43168bbc5b36
ujednání,jsou zakázána,,ae380e7a5a5843f5a93f43168bbc5b36
kdo,nařídí,použití zakázaného bojového prostředku,9ae23d6ed67342519d1112e218c7f059
kdo,použije,zakázaný bojový prostředek,9ae23d6ed67342519d1112e218c7f059
kdo,nařídí,vedení boje zakázaným způsobem,9ae23d6ed67342519d1112e218c7f059
kdo,vede,boj zakázaným způsobem,9ae23d6ed67342519d1112e218c7f059
kdo,bude potrestán,odnětím svobody na dvě léta až deset let,9ae23d6ed67342519d1112e218c7f059
občanský zákoník,upravuje,osobní stav osob,a87b3cf32dce4139a1c82cee347f6d86
sou private práva a povinnosti,se řídí,občanským zákoníkem,a87b3cf32dce4139a1c82cee347f6d86
sou private práva a povinnosti,se řídí,"v tom rozsahu, v jakém je neupravují jiné právní předpisy",a87b3cf32dce4139a1c82cee347f6d86
zvyklostem,lze hledět,"tehdy, dovolává-li se jich zákon",a87b3cf32dce4139a1c82cee347f6d86
občanský zákoník české republiky,týká se,právního případu,c3aa8e0b40b2443faec2a919b1720d7c
občanský zákoník české republiky,posoudí se,právní případ,c3aa8e0b40b2443faec2a919b1720d7c
právní případ,posuzuje se,principy spravedlnosti,c3aa8e0b40b2443faec2a919b1720d7c
právní případ,posuzuje se,zásady,c3aa8e0b40b2443faec2a919b1720d7c
tento zákon,spočívá na,zvyklostech soukromého života,c3aa8e0b40b2443faec2a919b1720d7c
právnická osoba,je,organizovaný útvar,90a99b6f124c4653af984bff8da01306
zákon,stanoví,právní osobnost,90a99b6f124c4653af984bff8da01306
zákon,uzná,právní osobnost,90a99b6f124c4653af984bff8da01306
právnická osoba,má,práva,90a99b6f124c4653af984bff8da01306
právnická osoba,má,povinnosti,90a99b6f124c4653af984bff8da01306
právnické osoby veřejného práva,podléhají,zákonům,90a99b6f124c4653af984bff8da01306
osoba,má,právní osobnost,80271f9c90ca4cd68e72bd8f358068e8
osoba,má,sveprávnost,80271f9c90ca4cd68e72bd8f358068e8
nikdo,nemůže vzdát,právní osobnost,80271f9c90ca4cd68e72bd8f358068e8
nikdo,nemůže vzdát,sveprávnost,80271f9c90ca4cd68e72bd8f358068e8
práva,může mít,osoba,80271f9c90ca4cd68e72bd8f358068e8
povinnost,lze uložit,osobě,80271f9c90ca4cd68e72bd8f358068e8
plnění povinnosti,lze vymáhat,osobě,80271f9c90ca4cd68e72bd8f358068e8
kdo,bude potrestán,odnětím svobody až na pět let,5c726a5a23974db8a8d09a1b77fb4a2b
vojenský nebo jiný nadřízený,je trestně odpovědný,za trestný čin genocidia,5c726a5a23974db8a8d09a1b77fb4a2b
vojenský nebo jiný nadřízený,je trestně odpovědný,za útok proti lidskosti,5c726a5a23974db8a8d09a1b77fb4a2b
vojenský nebo jiný nadřízený,je trestně odpovědný,za agresi,5c726a5a23974db8a8d09a1b77fb4a2b
směrnice evropského parlamentu a rady 2011/93/eu,upravuje,boj proti pohlavnímu zneužívání,f4b23895ddb8425d8c3eed8c8426b70a
směrnice evropského parlamentu a rady 2011/93/eu,upravuje,pohlavnímu vykořisťování dětí,f4b23895ddb8425d8c3eed8c8426b70a
směrnice evropského parlamentu a rady 2011/93/eu,upravuje,dětské pornografii,f4b23895ddb8425d8c3eed8c8426b70a
směrnice evropského parlamentu a rady 2005/60/es,upravuje,předcházení z,f4b23895ddb8425d8c3eed8c8426b70a
trestní zákoník české republiky,považuje se,stavební zákonpředpisů,70284ecb3a494abba281cf5a4164bdd1
zákon č. 165/1950 sb.,stanoví,ochranu míru,70284ecb3a494abba281cf5a4164bdd1
zákon č. 120/1962 sb.,stanoví,boj proti alkoholismu,70284ecb3a494abba281cf5a4164bdd1
zákon č. 482/2002 sb.,stanoví,posílení ochrany vzdušného prostoru české republiky,70284ecb3a494abba281cf5a4164bdd1
souprivate právo,chrání,důstojnost,23db5522b0264d9c84f20aa36d7b5b25
souprivate právo,chrání,svobodu člověka,23db5522b0264d9c84f20aa36d7b5b25
souprivate právo,chrání,přirozené právo brát se o vlastní štěstí,23db5522b0264d9c84f20aa36d7b5b25
souprivate právo,chrání,štěstí jeho rodiny,23db5522b0264d9c84f20aa36d7b5b25
souprivate právo,chrání,štěstí lidí jemu blízkých,23db5522b0264d9c84f20aa36d7b5b25
člověk,má,právní osobnost od narození až do smrti,35dac35a1a81476590d8f5a198e52c92
každý člověk,odpovídá,za své jednání,35dac35a1a81476590d8f5a198e52c92
každý člověk,je,s to posoudit je a ovládnout,35dac35a1a81476590d8f5a198e52c92
kdo,odpovídá,za jednání v tomto stavu učiněná,35dac35a1a81476590d8f5a198e52c92
na počaté dítě,se hledí,jako na již narozené,35dac35a1a81476590d8f5a198e52c92
zákonný zástupce,udělil,souhlas k určitému právnímu jednání,7018926285fe41a8aa0bc04452abade3
zákonný zástupce,udělil,souhlas k dosažení určitého účelu,7018926285fe41a8aa0bc04452abade3
nezletilý,je schopen,právně jednat,7018926285fe41a8aa0bc04452abade3
souhlas,může být,omezen,7018926285fe41a8aa0bc04452abade3
souhlas,může být,vzat zpět,7018926285fe41a8aa0bc04452abade3
změna pohlaví,nastává,chirurgickým zákrokem,9c55281184b7466e9f017d57c599c043
změna pohlaví,nastává,znemožněním reprodukční funkce,9c55281184b7466e9f017d57c599c043
změna pohlaví,nastává,přeměnou pohlavních orgánů,9c55281184b7466e9f017d57c599c043
den změny pohlaví,je,den uvedený v potvrzení vydaném poskytovatelem zdravotních služeb,9c55281184b7466e9f017d57c599c043
změna pohlaví,nemá vliv na,,9c55281184b7466e9f017d57c599c043
člověk,potřebuje,nápomoc při rozhodování,b2432bb7ef2f4e6f9f841ae782becd75
člověk,může si ujednat,poskytování podpory,b2432bb7ef2f4e6f9f841ae782becd75
podpůrce,zavazuje se,podporovanému,b2432bb7ef2f4e6f9f841ae782becd75
podpůrce,bude přítomen,právních jednáních,b2432bb7ef2f4e6f9f841ae782becd75
podpůrce,zajistí,potřebné údaje a sdělení,b2432bb7ef2f4e6f9f841ae782becd75
soud,jmenuje,opatrovníka,adec44ffcfff4e76907bdf0d7cb80a01
soud,přihlédne,přáním opatrovance,adec44ffcfff4e76907bdf0d7cb80a01
soud,přihlédne,potřebě,adec44ffcfff4e76907bdf0d7cb80a01
soud,přihlédne,podnětům osob opatrovanci blízkých,adec44ffcfff4e76907bdf0d7cb80a01
soud,dbá,výběrem opatrovníka nezaložil nedůvěru opatrovance k opatrovníkovi,adec44ffcfff4e76907bdf0d7cb80a01
osoba se smyslovým postižením,činí,prohlášení,d420f50ada084370b7a23de7a0768b94
osoba se smyslovým postižením,musí mít,obsah listiny tlumočen,d420f50ada084370b7a23de7a0768b94
obsah listiny,musí být,tlumočen takovým způsobem dorozumívání,d420f50ada084370b7a23de7a0768b94
svědek,musí ovládat,způsob dorozumívání,d420f50ada084370b7a23de7a0768b94
kdo prohlášení činí,potvrdí,listina obsahuje jeho pravou vů,d420f50ada084370b7a23de7a0768b94
zastoupení,může zastupovat,potomek,5ecb077cdd5e49e09d7088bc1e53c0a0
zastoupení,může zastupovat,předek,5ecb077cdd5e49e09d7088bc1e53c0a0
zastoupení,může zastupovat,sourozenec,5ecb077cdd5e49e09d7088bc1e53c0a0
zastoupení,může zastupovat,manžel,5ecb077cdd5e49e09d7088bc1e53c0a0
zastoupení,může zastupovat,partner,5ecb077cdd5e49e09d7088bc1e53c0a0
zastoupený,může nakládat,peněžními prostředky na účtu,5fd6fb28895d47449146896a113d962e
zastoupený,postačí,pokud jedná jeden z nich,5fd6fb28895d47449146896a113d962e
zástupci,nepřihlíží se,k projevu žádného z nich,5fd6fb28895d47449146896a113d962e
zastoupení,zaniká,pokud se jej zástupce vzdá,5fd6fb28895d47449146896a113d962e
zastoupení,zaniká,"pokud zastoupený odmítne, aby ho",5fd6fb28895d47449146896a113d962e
člověk,projeví,vůli,244b24c5775c43d6a2394c4466590a22
člověk,aby byly spravovány,jeho záležitosti,244b24c5775c43d6a2394c4466590a22
člověk,aby je spravovala,určitá osoba,244b24c5775c43d6a2394c4466590a22
člověk,aby se stala,jeho opatrovníkem,244b24c5775c43d6a2394c4466590a22
prohlášení,musí být učiněno,soukromou listinou,244b24c5775c43d6a2394c4466590a22
soud,může omezit,svéprávnost člověka,efb82b0e8e0742d3b5345b6383715716
soud,vymezí,rozsah,efb82b0e8e0742d3b5345b6383715716
soud,může svěřit,provádění určitých jednotlivých právních jednání,efb82b0e8e0742d3b5345b6383715716
soud,může svěřit,správu majetku,efb82b0e8e0742d3b5345b6383715716
soud,může omezit,svéprávnost,efb82b0e8e0742d3b5345b6383715716
nezletilý,může,zavázat se k výkonu závislé práce podle jiného právního předpisu,0d75674bf2c140a88a3392227774f69f
den nástupu do práce,nesmí být sjednán,"den, který by předcházel dni, kdy nezletilý ukončí povinnou školní docházku",0d75674bf2c140a88a3392227774f69f
"nezletilý, který nenabyl plné svéprávnosti",není,"způsobilý jednat samostatně v těch záležitostech, k nimž by i jeho zákonný zástupce potřeboval přivolení soudu",0d75674bf2c140a88a3392227774f69f
soud,prohlásit,člověka,926e19b1bf9e424b91b54389052a05b8
člověka,opustil,svoje bydliště,926e19b1bf9e424b91b54389052a05b8
soud,uvede,den,926e19b1bf9e424b91b54389052a05b8
prohlášení za nezvěstného,může stát,na návrh osoby,926e19b1bf9e424b91b54389052a05b8
osoby,má,právní zájem,926e19b1bf9e424b91b54389052a05b8
manžela,je,blízká osoba,926e19b1bf9e424b91b54389052a05b8
"člověka, který se stal nezvěstný tím, že opustil své bydliště",lze prohlásit,za mrtvého nejdříve po uplynutí sedmi let,19e6c470a67d4c91a2ea37ee2c05f219
"člověka, který se stal nezvěstným před dovršením osmnáctého roku věku",nelze prohlásit,za mrtvého před uplynutím roku,19e6c470a67d4c91a2ea37ee2c05f219
"člověka, který se stal nezvěstným jako účastník události",lze prohlásit,za mrtvého nejdříve po uplynutí tří let,19e6c470a67d4c91a2ea37ee2c05f219
člověk,považuje se,za mrtvého,cd3605811d26488384c73c037a290a99
manželství,zaniká,"dnem, který se pokládá za den jeho smrti",cd3605811d26488384c73c037a290a99
registrované partnerství,platí,o prohlášení manžela za mrtvého,cd3605811d26488384c73c037a290a99
soud,prohlásí,člověka za mrtvého,cd3605811d26488384c73c037a290a99
soud,určí,"den, který se pokládá za den jeho smrti",cd3605811d26488384c73c037a290a99
svolení,může odvolat,člověk,9d44bed0a83b479d8271d201932e8703
svolení,nahradí škodu,osoba,9d44bed0a83b479d8271d201932e8703
svolení,není třeba,podobizna,9d44bed0a83b479d8271d201932e8703
svolení,není třeba,zvukový záznam,9d44bed0a83b479d8271d201932e8703
svolení,není třeba,obrazový záznam,9d44bed0a83b479d8271d201932e8703
podobizna,se mohou pořídit,č,9d44bed0a83b479d8271d201932e8703
člověk,může domáhat,ochrany jeho osobnosti,4ae350f26fcb4650bd60888304d33e0d
právnická osoba,může uplatnit,právo na ochranu jeho osobnosti,4ae350f26fcb4650bd60888304d33e0d
člověk,není souhlasu třeba,,4ae350f26fcb4650bd60888304d33e0d
právnická osoba,může domáhat,upustění od neoprávněného zásahu,4ae350f26fcb4650bd60888304d33e0d
právnická osoba,může domáhat,odstranění jeho následků,4ae350f26fcb4650bd60888304d33e0d
nezletilý,může udělit,souhlas k zákroku na svém těle,9a55694a939d4d61a0d42ea0df458305
souhlas k zásahu do integrity člověka,vyžaduje,písemnou formu,9a55694a939d4d61a0d42ea0df458305
písemnou formu,vyžaduje,souhlas k lékařskému pokusu na člověku,9a55694a939d4d61a0d42ea0df458305
písemnou formu,vyžaduje,"souhlas k zákroku, který zdravotní stav člověka nevyžaduje",9a55694a939d4d61a0d42ea0df458305
soud,přivolí,k zákroku podle § 100 nebo 101,56e0b75831f147a492eaab66c2a08e75
dotčené osobě,je,k prospěchu,56e0b75831f147a492eaab66c2a08e75
člověka,musí být vysvětleno,jaký zákrok byl na něm proveden,56e0b75831f147a492eaab66c2a08e75
člověka,musí být poučen,o jeho možných následcích,56e0b75831f147a492eaab66c2a08e75
člověka,musí být poučen,o riziku neprovedení zákroku,56e0b75831f147a492eaab66c2a08e75
člověk,je,osobní jméno a příjmení,1bc8ec6b63ce494a8c8a81fd21298706
člověk,má právo,užívat své jméno v právním styku,1bc8ec6b63ce494a8c8a81fd21298706
člověk,má právo,na ochranu svého jména,1bc8ec6b63ce494a8c8a81fd21298706
člověk,má právo,na úctu k němu,1bc8ec6b63ce494a8c8a81fd21298706
člověk,nese,následky omylů a újem,1bc8ec6b63ce494a8c8a81fd21298706
poskytovatel zdravotních služeb,upravuje,oznámení manželu nebo jiné osobě blízké,1cb411878b7143af8668aa9e222ac852
poskytovatel zdravotních služeb,oznámi,převzetí člověka do zařízení poskytujícího zdravotní péči,1cb411878b7143af8668aa9e222ac852
soud,rozhodne,opatření,1cb411878b7143af8668aa9e222ac852
poskytovatel zdravotních služeb,zajistí,vysvětlení právního postavení,1cb411878b7143af8668aa9e222ac852
člověk,je,nedotknutelný,00c394f144814a5091a8ff65a4259a01
lidské tělo,je,pod právní ochranou i po smrti člověka,00c394f144814a5091a8ff65a4259a01
naložit s lidskými pozůstatky a s lidskými ostatky,se zakazuje,způsobem pro zemřelého nedůstojným,00c394f144814a5091a8ff65a4259a01
osoba,má na jejich vydání právo,kterou člověk před svou smrtí výslovně určil,00c394f144814a5091a8ff65a4259a01
stavební zákon,vyžaduje se,souhlas manžela,b8b530dd9ba2474d9a5b4b539fdec2f5
stavební zákon,vyžaduje se,souhlas rodiče,b8b530dd9ba2474d9a5b4b539fdec2f5
stavební zákon,vyžaduje se,souhlas jiné osoby blízké,b8b530dd9ba2474d9a5b4b539fdec2f5
stavební zákon,může udělit,jiná přítomná osoba,b8b530dd9ba2474d9a5b4b539fdec2f5
stavební zákon,vezme zřetel na,dříve vyslovená známá,b8b530dd9ba2474d9a5b4b539fdec2f5
náklady pohřbu a opatření pohřebiště,hradí,pozůstalosti,77a03210a33647c4921773657484ab26
člověk,bude pohřben,slušným způsobem podle místních zvyklostí,77a03210a33647c4921773657484ab26
jiný právní předpis,stanoví,způsob pohřbu člověka,77a03210a33647c4921773657484ab26
jiný právní předpis,stanoví,náklady pohřbu,77a03210a33647c4921773657484ab26
právnická osoba,má,právní osobnost,77a03210a33647c4921773657484ab26
člověk,má právo,projednávat se svým zástupcem,2411fe2ef42a4df7b6ae1f04358be963
člověk,má právo,projednávat se důvěrníkem,2411fe2ef42a4df7b6ae1f04358be963
člověk,má právo,projednávat se podpůrcem,2411fe2ef42a4df7b6ae1f04358be963
člověk,má právo,přezkoumat zdravotní stav,2411fe2ef42a4df7b6ae1f04358be963
člověk,má právo,přezkoumat zdravotní dokumentaci,2411fe2ef42a4df7b6ae1f04358be963
pseudonym,není na újmu,platnosti,ea66fcd344d24c9db9d43cba7d91face
pseudonym,požívá,stejné ochrany,ea66fcd344d24c9db9d43cba7d91face
člověk,má,bydliště,ea66fcd344d24c9db9d43cba7d91face
úmysl,může vyplývat z,jeho prohlášení,ea66fcd344d24c9db9d43cba7d91face
člověk,může se dovolat,jeho skutečného bydliště,ea66fcd344d24c9db9d43cba7d91face
stavební zákon,nestanoví,jak se vytváří,96b040e1f2a249b3bc7005af7dea70b1
stavební zákon,určí,kdo jsou první členové statutárního orgánu,96b040e1f2a249b3bc7005af7dea70b1
zakladatelské právní jednání,vyžaduje,písemná forma,96b040e1f2a249b3bc7005af7dea70b1
právnická osoba,platí,že je ustavena na dobu neurčitou,96b040e1f2a249b3bc7005af7dea70b1
více zakladatelů,zakládá,právnickou osobu přijetím stanov,96b040e1f2a249b3bc7005af7dea70b1
člověk,může přenechat,část svého těla jinému,2d1db888512840fabca472b78ae77b40
části lidského těla,lze přenechat,jinému,2d1db888512840fabca472b78ae77b40
části lidského těla,lze přenechat,jinému i za odměnu,2d1db888512840fabca472b78ae77b40
člověk,má právo rozhodnout,jak bude po jeho smrti naloženo s jeho tělem,2d1db888512840fabca472b78ae77b40
jiný zákon,stanoví,provést pitvu nebo použít lidské tělo po smrti člověka,2d1db888512840fabca472b78ae77b40
právnická osoba,nelze domáhat,"určení, že nevznikla",9d29bc56b1ff4b6faebaaca0fed2a7ff
právnická osoba,nelze zrušit,její zápis do veřejného rejstříku,9d29bc56b1ff4b6faebaaca0fed2a7ff
soud,prohlásí,právnickou osobu za neplatnou,9d29bc56b1ff4b6faebaaca0fed2a7ff
zakladatelské právní jednání,chybí,,9d29bc56b1ff4b6faebaaca0fed2a7ff
zakladatelské právní jednání,nemá náležitost,nezbytnou pro právní existenci,9d29bc56b1ff4b6faebaaca0fed2a7ff
veřejné rejstříky právnických osob,jsou,přístupné každému,faf42bfed1f14ffab5ae37424fb0e329
každý,může,nahlížet do veřejných rejstříků právnických osob,faf42bfed1f14ffab5ae37424fb0e329
každý,může,pořizovat si výpisy,faf42bfed1f14ffab5ae37424fb0e329
